"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"4822","5432","1","Forces of Abdurahman Ahmed Ali 'Tur'","Forces of Abdurahman Ahmed Ali 'Tur'","n/a","972","","","","Republic of Somaliland","Republic of Somaliland","Jamhuuriyadda Soomaaliland","675","","","","1994-10-15","1","1994-11-16","2","1","1995-10-28","1","1995","145","145","337","Djibouti, Somalia","520, 522","4","22.1"
"4823","5433","3","Garre subclan of Digil clan (Digil-Mirifle)","Garre subclan of Digil clan (Digil-Mirifle)","n/a","612","","","","Jiddo subclan of Digil clan (Digil-Mirifle)","Jiddo subclan of Digil clan (Digil-Mirifle)","n/a","632","","","","2000-05-20","2","2000-06-19","3","1","2000-10-22","2","2000","42","29","54","Somalia","520","4","22.1"
"4823","5433","3","Garre subclan of Digil clan (Digil-Mirifle)","Garre subclan of Digil clan (Digil-Mirifle)","n/a","612","","","","Jiddo subclan of Digil clan (Digil-Mirifle)","Jiddo subclan of Digil clan (Digil-Mirifle)","n/a","632","","","","2000-05-20","2","2002-01-26","2","1","2002-01-26","2","2002","28","26","32","Somalia","520","4","22.1"
"4824","5434","3","Habar Gidir clan (Hawiye)","Habar Gidir clan (Hawiye)","n/a","1034","","","","Xawaadle clan (Hawiye)","Xawaadle clan (Hawiye)","n/a","891","","","","1993-09-10","1","1994-04-23","2","1","1994-05-02","1","1994","38","38","40","Somalia","520","4","22.1"
"4825","5435","3","Habar Gidir clan (Hawiye)","Habar Gidir clan (Hawiye)","n/a","1034","","","","Marehan subclan (Darod)","Marehan subclan (Darod)","n/a","644","","","","1993-01-13","1","1993-01-13","1","1","1993-01-13","1","1993","30","30","30","Somalia","520","4","22.1"
"4825","5435","3","Habar Gidir clan (Hawiye)","Habar Gidir clan (Hawiye)","n/a","1034","","","","Marehan subclan (Darod)","Marehan subclan (Darod)","n/a","644","","","","1993-01-13","1","1995-07-08","2","1","1995-07-08","2","1995","31","31","54","Somalia","520","4","22.1"
"4826","5436","3","Galje'el clan (Hawiye)","Galje'el clan (Hawiye)","n/a","610","","","","Xawaadle clan (Hawiye)","Xawaadle clan (Hawiye)","n/a","891","","","","2000-08-08","1","2000-08-28","2","1","2000-09-24","2","2000","62","60","72","Somalia","520","4","22.1"
"4827","5437","1","Republic of Somaliland","Republic of Somaliland","Jamhuuriyadda Soomaaliland","675","","","","SNM - 'Calan cas'","Somali National Movement - 'Calan cas' faction","Somali National Movement - 'Red flag' faction","1105","","","","1992-01-20","3","1992-01-20","3","1","1992-08-31","5","1992","2500","2500","2500","Somalia","520","4","22.1"
"4828","5438","1","SNF","Somali National Front","n/a","1035","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1992-04-28","1","1992-04-28","1","0","","","1992","60","60","60","Somalia","520","4","22.1"
"4828","5438","1","SNF","Somali National Front","n/a","1035","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1992-04-28","1","1992-04-28","1","1","1993-02-01","1","1993","39","39","39","Somalia","520","4","22.1"
"4829","5439","1","SNF - MSAB","Somali National Front - Mohamed Sheikh Ali Buraleh faction","n/a","973","","","","SNF","Somali National Front","n/a","1035","","","","1999-04-07","1","1999-09-17","1","1","1999-09-17","1","1999","51","51","51","Somalia","520","4","22.1"
"4830","5440","1","SPM","Somali Patriotic Movement","n/a","501","","","","SPM/SNA","Somali Patriotic Movement/Somali National Alliance","n/a","974","","","","1992-05-10","3","1992-05-10","3","0","","","1992","300","300","300","Somalia","520","4","22.1"
"4830","5440","1","SPM","Somali Patriotic Movement","n/a","501","","","","SPM/SNA","Somali Patriotic Movement/Somali National Alliance","n/a","974","","","","1992-05-10","3","1992-05-10","3","0","","","1993","184","184","249","Somalia","520","4","22.1"
"4830","5440","1","SPM","Somali Patriotic Movement","n/a","501","","","","SPM/SNA","Somali Patriotic Movement/Somali National Alliance","n/a","974","","","","1992-05-10","3","1992-05-10","3","1","1994-02-24","3","1994","30","28","77","Somalia","520","4","22.1"
"4831","5441","1","AIAI","Islamic Unity","al-Itahad al-Islami","542","","","","SSDF","Somali Salvation Democratic Front","n/a","499","","","","1992-06-19","1","1992-06-26","2","1","1992-06-30","1","1992","625","625","625","Somalia","520","4","22.1"
"4832","5442","1","DSA","Digil Salvation Army","n/a","975","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1999-07-25","1","1999-08-01","1","1","1999-10-04","1","1999","35","35","46","Somalia","520","4","22.1"
"4833","5443","1","RRA","Rahanweyn Resistance Army","n/a","678","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1995-10-11","1","1995-10-14","1","0","","","1995","103","103","378","Somalia","520","4","22.1"
"4833","5443","1","RRA","Rahanweyn Resistance Army","n/a","678","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1995-10-11","1","1995-10-14","1","0","","","1996","104","104","420","Somalia","520","4","22.1"
"4833","5443","1","RRA","Rahanweyn Resistance Army","n/a","678","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1995-10-11","1","1995-10-14","1","0","","","1997","41","41","159","Somalia","520","4","22.1"
"4833","5443","1","RRA","Rahanweyn Resistance Army","n/a","678","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1995-10-11","1","1995-10-14","1","0","","","1998","72","72","108","Somalia","520","4","22.1"
"4833","5443","1","RRA","Rahanweyn Resistance Army","n/a","678","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1995-10-11","1","1995-10-14","1","1","1999-10-16","1","1999","107","94","204","Somalia","520","4","22.1"
"4834","5444","1","SSDF","Somali Salvation Democratic Front","n/a","499","","","","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","1993-01-08","1","1993-01-08","1","1","1993-01-08","1","1993","200","200","200","Somalia","520","4","22.1"
"4835","5445","1","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","USC/SNA - OA","United Somali Congress/Somali National Alliance - Osman Atto faction","n/a","976","","","","1995-02-26","1","1995-09-12","1","0","","","1995","31","31","34","Somalia","520","4","22.1"
"4835","5445","1","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","USC/SNA - OA","United Somali Congress/Somali National Alliance - Osman Atto faction","n/a","976","","","","1995-02-26","1","1995-09-12","1","0","","","1996","361","360","407","Somalia","520","4","22.1"
"4835","5445","1","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","USC/SNA - OA","United Somali Congress/Somali National Alliance - Osman Atto faction","n/a","976","","","","1995-02-26","1","1995-09-12","1","1","1997-05-06","1","1997","39","39","42","Somalia","520","4","22.1"
"4836","5446","1","USC/SNA","United Somali Congress/Somali National Alliance","n/a","503","","","","USC-PM","United Somali Congress-Peace Movement","United Somali Congress-Peace Movement","977","","","","1995-04-10","1","1995-04-10","1","1","1995-04-10","1","1995","46","46","46","Somalia","520","4","22.1"
"4837","5447","1","ANC - 'Greens'","African National Congress - 'Greens' faction","n/a","978","","","","ANC - 'Reds'","African National Congress - 'Reds' faction","n/a","979","","","","1993-01-23","1","1993-07-10","1","1","1993-11-17","1","1993","30","30","41","South Africa","560","4","22.1"
"4838","5448","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of AZAPO","Supporters of Azanian People's Organization","n/a","980","","","","1990-03-26","1","1990-11-05","1","1","1990-12-08","2","1990","32","32","41","South Africa","560","4","22.1"
"4839","5449","1","CATA","Cape Amalgamated Taxi Association","n/a","982","","","","Codeta","Cape Organization for a Democratic Taxi Association","Cape Organization for a Democratic Taxi Association","981","","","","1994-10-16","1","1996-04-30","3","1","1996-11-30","3","1996","71","71","71","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1989","65","65","66","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1990","899","899","1366","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1991","615","612","953","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1992","650","650","809","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1993","612","612","887","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1994","422","422","551","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","0","","","1995","143","143","175","South Africa","560","4","22.1"
"4840","5450","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","1989-01-06","1","1989-09-04","1","1","1996-12-28","1","1996","55","54","156","South Africa","560","4","22.1"
"4841","5451","2","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","Supporters of UDF","Supporters of United Democratic Front","Supporters of United Democratic Front","983","","","","1989-01-04","1","1989-05-05","1","0","","","1989","161","161","321","South Africa","560","4","22.1"
"4841","5451","2","Supporters of IFP","Supporters of Inkatha Freedom Party","n/a","620","","","","Supporters of UDF","Supporters of United Democratic Front","Supporters of United Democratic Front","983","","","","1989-01-04","1","1989-05-05","1","1","1990-12-31","5","1990","312","312","425","South Africa","560","4","22.1"
"4842","5452","3","Mangweni clan","Mangweni clan","n/a","984","","","","Mgodini clan","Mgodini clan","n/a","985","","","","1993-10-09","1","1993-10-20","1","1","1993-10-20","1","1993","26","26","26","South Africa","560","4","22.1"
"4843","5453","2","Supporters of ANC","Supporters of Africa National Congress","n/a","1086","","","","Supporters of UDM","Supporters of United Democratic Movement","Supporters of United Democratic Movement","986","","","","1997-05-08","1","1998-07-17","1","1","1998-08-30","1","1998","29","29","124","South Africa","560","4","22.1"
"4844","5454","1","NUM","National Union of Mineworkers","National Union of Mineworkers","988","","","","Uwusa","United Workers' Union of South Africa","United Workers' Union of South Africa","987","","","","1989-04-15","1","1996-08-19","1","1","1996-09-23","2","1996","30","30","60","South Africa","560","4","22.1"
"4845","5455","1","Lagunya","Langa, Guguletu and Nyanga Taxi Association","Langa, Guguletu and Nyanga Taxi Association","990","","","","Webta","Western Cape Black Taxi Association","Western Cape Black Taxi Association","989","","","","1991-03-15","3","1991-10-20","2","1","1991-11-12","1","1991","31","31","58","South Africa","560","4","22.1"
"4846","5456","1","EPRLF","Eelam People's Revolutionary Liberation Front","n/a","322","","","","LTTE","Liberation Tigers of Tamil Eelam","Thamil Eelam Viduthalai Puligal","320","","","","1989-09-28","1","1989-11-05","1","1","1989-12-27","1","1989","225","225","247","Sri Lanka","780","3","22.1"
"4847","5457","1","LTTE","Liberation Tigers of Tamil Eelam","Thamil Eelam Viduthalai Puligal","320","","","","PLOTE","People's Liberation Organisation of Tamil Eelam","n/a","844","","","","1989-05-21","1","1989-05-21","1","0","","","1989","51","51","53","Sri Lanka","780","3","22.1"
"4847","5457","1","LTTE","Liberation Tigers of Tamil Eelam","Thamil Eelam Viduthalai Puligal","320","","","","PLOTE","People's Liberation Organisation of Tamil Eelam","n/a","844","","","","1989-05-21","1","1989-05-21","1","1","1990-01-04","2","1990","50","50","50","Sri Lanka","780","3","22.1"
"4848","5458","3","Awlad Omran clan (Misseriya)","Awlad Omran clan (Misseriya)","n/a","991","","","","Awlad al-Zuid clan (Misseriya)","Awlad al-Zuid clan (Misseriya)","n/a","1036","","","","1993-07-30","3","1993-07-30","3","1","1993-07-30","3","1993","108","108","108","Sudan","625","4","22.1"
"4848","5458","3","Awlad Omran clan (Misseriya)","Awlad Omran clan (Misseriya)","n/a","991","","","","Awlad al-Zuid clan (Misseriya)","Awlad al-Zuid clan (Misseriya)","n/a","1036","","","","1993-07-30","3","2014-06-01","1","1","2014-11-27","2","2014","324","324","324","Sudan","625","4","22.1"
"4849","5459","3","Awlad Zeid","Awlad Zeid","n/a","1087","","","","Zaghawa","Zaghawa","Zaghawa","705","","","","2001-05-31","2","2001-05-31","2","1","2001-05-31","2","2001","70","70","70","Sudan","625","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","1997-11-27","3","1","1997-11-27","3","1997","35","35","35","Sudan","625","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","2010-01-06","2","0","","","2010","228","228","316","Sudan","625","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","2010-01-06","2","1","2011-10-21","1","2011","133","133","133","South Sudan, Sudan","625, 626","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","2013-12-19","1","1","2013-12-19","1","2013","44","44","54","South Sudan","626","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","2015-04-05","5","1","2015-04-05","5","2015","100","100","100","South Sudan","626","4","22.1"
"4850","5460","3","Dinka","Dinka","Dinka","598","","","","Nuer","Nuer","Nuer","660","","","","1996-06-04","2","2019-03-10","2","1","2019-09-22","1","2019","39","39","39","South Sudan","626","4","22.1"
"4851","5461","3","Jikany Nuer","Jikany Nuer","Jikany Nuer","992","","","","Lou Nuer","Lou Nuer","Lou Nuer","706","","","","1993-12-31","5","1993-12-31","5","1","1993-12-31","5","1993","1001","1001","1001","Sudan","625","4","22.1"
"4851","5461","3","Jikany Nuer","Jikany Nuer","Jikany Nuer","992","","","","Lou Nuer","Lou Nuer","Lou Nuer","706","","","","1993-12-31","5","2009-05-08","1","1","2009-05-08","1","2009","71","71","71","Sudan","625","4","22.1"
"4851","5461","3","Jikany Nuer","Jikany Nuer","Jikany Nuer","992","","","","Lou Nuer","Lou Nuer","Lou Nuer","706","","","","1993-12-31","5","2019-05-28","5","1","2019-05-28","5","2019","36","36","36","South Sudan","626","4","22.1"
"4852","5462","3","Masalit","Masalit","Masalit","993","","","","Rizeigat Abbala","Rizeigat Abbala","Rizeigat Abbala","676","","","","1998-03-06","5","1998-03-06","5","0","","","1998","100","100","100","Sudan","625","4","22.1"
"4852","5462","3","Masalit","Masalit","Masalit","993","","","","Rizeigat Abbala","Rizeigat Abbala","Rizeigat Abbala","676","","","","1998-03-06","5","1998-03-06","5","1","1999-08-31","3","1999","300","300","380","Chad, Sudan","483, 625","4","22.1"
"4853","5463","3","Rizeigat Abbala","Rizeigat Abbala","Rizeigat Abbala","676","","","","Zaghawa","Zaghawa","Zaghawa","705","","","","1996-09-27","1","1996-09-30","3","1","1996-11-08","1","1996","166","166","206","Sudan","625","4","22.1"
"4853","5463","3","Rizeigat Abbala","Rizeigat Abbala","Rizeigat Abbala","676","","","","Zaghawa","Zaghawa","Zaghawa","705","","","","1996-09-27","1","2017-10-17","1","1","2017-10-17","1","2017","31","31","31","Sudan","625","4","22.1"
"4854","5464","3","Beni Halba Baggara, Salamat Baggara","Beni Halba Baggara, Salamat Baggara","Beni Halba Baggara, Salamat Baggara","3832","995, 994","","","Fur","Fur","Fur","996","","","","1989-04-30","5","1989-04-30","5","1","1989-06-22","1","1989","2000","2000","2400","Sudan","625","4","22.1"
"4855","5465","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SPLM/A - AH","Sudan People's Liberation Movement/Army -  Abd al-Aziz al-Hululi faction","n/a","997","","","","1993-08-03","2","1993-09-13","2","1","1993-09-13","2","1993","55","55","55","Sudan","625","4","22.1"
"4856","5466","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SPLM/A - WN","Sudan People's Liberation Movement/Army - William Nyuon faction","n/a","998","","","","1992-12-03","3","1992-12-03","3","0","","","1992","40","40","100","Sudan","625","4","22.1"
"4856","5466","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SPLM/A - WN","Sudan People's Liberation Movement/Army - William Nyuon faction","n/a","998","","","","1992-12-03","3","1992-12-03","3","1","1993-01-04","1","1993","114","114","114","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","1991-12-31","5","0","","","1991","1002","1002","1002","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","1991-12-31","5","0","","","1992","1001","1001","1001","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","1991-12-31","5","0","","","1993","2732","2732","3731","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","1991-12-31","5","1","1994-10-22","1","1994","150","150","150","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","1997-12-31","5","1","1997-12-31","5","1997","200","200","200","Sudan","625","4","22.1"
"4857","5467","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSDF","Southern Sudan Defence Force","n/a","686","","","","1991-10-08","3","2002-06-19","1","1","2002-06-19","1","2002","82","82","82","Sudan","625","4","22.1"
"4858","5468","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","SSUM/A","South Sudan United Movement/Army","n/a","1037","","","","2000-07-30","2","2000-07-30","2","1","2000-09-01","1","2000","390","390","390","Sudan","625","4","22.1"
"4859","5469","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","UNRF II","Uganda National Rescue Front II","n/a","491","","","","1997-03-02","2","1997-03-02","2","1","1997-12-10","1","1997","210","210","210","Sudan","625","4","22.1"
"4860","5470","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","WNBF","West Nile Bank Front","n/a","490","","","","1995-06-02","1","1995-06-02","1","0","","","1995","64","64","64","Sudan","625","4","22.1"
"4860","5470","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","WNBF","West Nile Bank Front","n/a","490","","","","1995-06-02","1","1995-06-02","1","0","","","1996","49","49","49","Sudan","625","4","22.1"
"4860","5470","1","SPLM/A","Sudanese People’s Liberation Movement/Army","n/a","466","","","","WNBF","West Nile Bank Front","n/a","490","","","","1995-06-02","1","1995-06-02","1","1","1997-03-02","2","1997","100","100","100","Sudan","625","4","22.1"
"4861","5471","1","SSDF","Southern Sudan Defence Force","n/a","686","","","","SSUM/A","South Sudan United Movement/Army","n/a","1037","","","","1998-01-17","3","1998-01-17","3","0","","","1998","249","249","251","Sudan","625","4","22.1"
"4861","5471","1","SSDF","Southern Sudan Defence Force","n/a","686","","","","SSUM/A","South Sudan United Movement/Army","n/a","1037","","","","1998-01-17","3","1998-01-17","3","1","1999-10-28","1","1999","241","241","243","Sudan","625","4","22.1"
"4862","5472","3","Moba","Moba","Moba","1000","","","","Chakosi","Chakosi","Chakosi","999","","","","1991-10-29","2","1991-10-29","2","1","1991-10-29","2","1991","31","31","31","Togo","461","4","22.1"
"4863","5473","3","Bokora Karimojong","Bokora Karimojong","Bokora Karimojong","590","","","","Jie, Matheniko Karimojong","Jie, Matheniko Karimojong","Jie , Matheniko Karimojong","3844","633, 1029","","","2000-07-01","1","2000-07-01","1","1","2000-07-01","1","2000","48","48","48","Uganda","500","4","22.1"
"4864","5474","3","Bokora Karimojong","Bokora Karimojong","Bokora Karimojong","590","","","","Matheniko Karimojong","Matheniko Karimojong","Matheniko Karimojong","1029","","","","1992-01-31","3","1999-07-29","1","1","1999-09-10","2","1999","352","352","572","Uganda","500","4","22.1"
"4865","5475","3","Bokora Karimojong","Bokora Karimojong","Bokora Karimojong","590","","","","Matheniko Karimojong, Turkana","Matheniko Karimojong, Turkana","Matheniko Karimojong, Turkana","3843","1029, 693","","","2000-07-02","1","2000-07-02","1","1","2000-07-02","1","2000","60","60","60","Uganda","500","4","22.1"
"4866","5476","3","Dodoth","Dodoth","Dodoth","1038","","","","Jie","Jie","Jie","633","","","","2000-03-19","1","2000-03-19","1","1","2000-07-23","1","2000","135","135","135","Uganda","500","4","22.1"
"4866","5476","3","Dodoth","Dodoth","Dodoth","1038","","","","Jie","Jie","Jie","633","","","","2000-03-19","1","2005-09-28","1","1","2005-09-28","1","2005","30","30","30","Uganda","500","4","22.1"
"4866","5476","3","Dodoth","Dodoth","Dodoth","1038","","","","Jie","Jie","Jie","633","","","","2000-03-19","1","2009-11-03","1","1","2009-11-03","1","2009","38","38","38","Uganda","500","4","22.1"
"4867","5477","3","Dodoth","Dodoth","Dodoth","1038","","","","Toposa, Turkana","Toposa, Turkana","Toposa, Turkana","3839","692, 693","","","2000-02-01","2","2000-02-01","2","1","2000-02-01","2","2000","43","43","43","Uganda","500","4","22.1"
"4868","5478","3","Iteso","Iteso","Iteso","1001","","","","Karimojong","Karimojong","Karimojong","1040","","","","2001-09-13","1","2001-09-13","1","1","2001-09-13","1","2001","32","32","32","Uganda","500","4","22.1"
"4869","5479","3","Karimojong","Karimojong","Karimojong","1040","","","","Pokot","Pokot","Pokot","670","","","","1989-03-02","1","1998-04-30","3","1","1998-07-01","1","1998","134","134","134","Uganda","500","4","22.1"
"4869","5479","3","Karimojong","Karimojong","Karimojong","1040","","","","Pokot","Pokot","Pokot","670","","","","1989-03-02","1","2000-04-28","1","1","2000-04-28","1","2000","60","60","60","Uganda","500","4","22.1"
"4869","5479","3","Karimojong","Karimojong","Karimojong","1040","","","","Pokot","Pokot","Pokot","670","","","","1989-03-02","1","2003-01-06","1","1","2003-01-06","1","2003","53","53","53","Uganda","500","4","22.1"
"4870","5480","3","Matheniko Karimojong","Matheniko Karimojong","Matheniko Karimojong","1029","","","","Pokot","Pokot","Pokot","670","","","","1999-02-06","1","1999-02-06","1","1","1999-02-06","1","1999","36","36","36","Uganda","500","4","22.1"
"4871","5481","1","Republic of Bosnia-Herzegovina","Republic of Bosnia-Herzegovina","Republika Bosna i Hercegovina","845","","","","Serbian Republic of Bosnia-Herzegovina","Serbian Republic of Bosnia-Herzegovina","n/a","339","","","","1992-02-02","1","1992-04-03","1","1","1992-05-04","1","1992","1108","1061","1108","Bosnia-Herzegovina, Serbia (Yugoslavia)","345, 346","1","22.1"
"4872","5482","1","Republic of Croatia","Republic of Croatia","n/a","337","","","","SAO Eastern Slavonia, Baranja and Western Symria","Serbian Autonomous Oblast of Eastern Slavonia, Baranja and Western Symria","Srpska autonomna oblast Slavonija, Baranja i Zapadni Srem","846","","","","1991-06-26","1","1991-07-04","1","1","1991-09-09","1","1991","83","83","88","Serbia (Yugoslavia)","345","1","22.1"
"4873","5483","1","Republic of Croatia","Republic of Croatia","n/a","337","","","","SAO Krajina","Serbian Autonomous Oblast of Krajina","Srpska autonomna oblast Krajina","847","","","","1991-06-26","1","1991-07-21","1","1","1991-09-16","1","1991","189","161","189","Serbia (Yugoslavia)","345","1","22.1"
"4874","5484","1","Republic of Croatia","Republic of Croatia","n/a","337","","","","Serbian Republic of Krajina","Serbian Republic of Krajina","Republika Srpska Krajina","340","","","","1992-01-19","1","1992-03-10","1","1","1992-04-26","1","1992","523","507","525","Serbia (Yugoslavia)","345","1","22.1"
"4875","5485","1","Forces of Jing Caludtiag","Forces of Jing Caludtiag","n/a","848","","","","Forces of Randy Karon","Forces of Randy Karon","n/a","849","","","","2009-05-28","1","2009-07-27","3","1","2009-07-27","3","2009","44","44","44","Philippines","840","3","22.1"
"4876","5486","3","Afor","Afor","Afor","1002","","","","Fulani","Fulani","Fulani","607","","","","2009-12-06","1","2009-12-19","2","1","2009-12-19","2","2009","33","33","71","Nigeria","475","4","22.1"
"4877","5487","2","Supporters of Andry Rajoelina","Supporters of Andry Rajoelina","n/a","1003","","","","Supporters of Marc Ravalomanana","Supporters of Marc Ravalomanana","n/a","1041","","","","2009-01-26","1","2009-01-28","1","1","2009-03-11","2","2009","82","55","119","Madagascar (Malagasy)","580","4","22.1"
"4878","5488","1","Al-Shabaab","Al-Shabaab","n/a","717","","","","Hizbul Islam","Islamic Party","Hizbul Islam","1004","","","","2009-10-01","1","2009-10-01","1","0","","","2009","121","101","165","Somalia","520","4","22.1"
"4878","5488","1","Al-Shabaab","Al-Shabaab","n/a","717","","","","Hizbul Islam","Islamic Party","Hizbul Islam","1004","","","","2009-10-01","1","2009-10-01","1","1","2010-12-18","1","2010","88","79","98","Somalia","520","4","22.1"
"4879","5489","3","Ngok Dinka","Ngok Dinka","Ngok Dinka","1005","","","","Shiluk","Shiluk","Shiluk","1006","","","","2000-02-11","1","2009-01-11","1","1","2009-11-11","1","2009","121","121","134","Sudan","625","4","22.1"
"4880","5490","3","Bari","Bari","Bari","1007","","","","Mundari","Mundari","Mundari","1042","","","","2009-05-06","2","2009-05-24","3","1","2009-05-24","3","2009","41","41","52","Sudan","625","4","22.1"
"4881","5491","3","Bor Dinka","Bor Dinka","Bor Dinka","708","","","","Mundari","Mundari","Mundari","1042","","","","2007-12-19","1","2009-10-07","2","1","2009-10-07","2","2009","37","37","37","Sudan","625","4","22.1"
"4881","5491","3","Bor Dinka","Bor Dinka","Bor Dinka","708","","","","Mundari","Mundari","Mundari","1042","","","","2007-12-19","1","2017-05-13","3","1","2017-05-13","3","2017","40","36","44","South Sudan","626","4","22.1"
"4882","5492","3","Aliap Dinka","Aliap Dinka","Aliap Dinka","1008","","","","Mundari","Mundari","Mundari","1042","","","","2009-11-15","1","2009-11-17","2","1","2009-11-17","2","2009","52","52","52","Sudan","625","4","22.1"
"4883","5493","3","Luac Jang Dinka","Luac Jang Dinka","Luac Jang Dinka","1009","","","","Awan Dinka","Awan Dinka","Awan Dinka","1010","","","","2009-08-11","2","2009-08-11","2","1","2009-08-11","2","2009","30","30","30","Sudan","625","4","22.1"
"4884","5494","3","Fulani","Fulani","Fulani","607","","","","Tarok","Tarok","Tarok","689","","","","2004-03-08","3","2004-04-27","1","1","2004-04-27","1","2004","120","120","140","Nigeria","475","4","22.1"
"4884","5494","3","Fulani","Fulani","Fulani","607","","","","Tarok","Tarok","Tarok","689","","","","2004-03-08","3","2013-04-06","1","1","2013-11-10","1","2013","118","118","135","Nigeria","475","4","22.1"
