"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"14157","15320","3","Bafulero","Bafulero","Bafulero","3441","","","","Banyamulenge","Banyamulenge","Banyamulenge","1196","","","","1996-10-06","1","1996-10-06","1","1","1996-10-06","1","1996","50","50","50","DR Congo (Zaire)","490","4","22.1"
"14167","15335","3","Pakam Dinka","Pakam Dinka","Pakam Dinka","6341","","","","Rup Dinka","Rup Dinka","Rup Dinka","6343","","","","2017-12-08","2","2017-12-08","2","1","2017-12-08","2","2017","172","172","172","South Sudan","626","4","22.1"
"14174","15344","1","NAS","National Salvation Front","National Salvation Front","6794","","","","SPLM/A - IO","Sudan People´s Liberation Army/Movement in Opposition","n/a","4226","","","","2017-10-18","1","2018-10-28","1","1","2018-11-07","1","2018","51","51","51","South Sudan","626","4","22.1"
"14183","15361","1","CNRD","National Council for Renewal and Democracy","Conseil national pour le renouveau et la démocratie-Ubwiyunge","6684","","","","Groupe de Sécurité (Nyatura Kasongo)","Security Group","Groupe de Sécurité","4314","","","","2017-04-28","2","2017-04-28","2","1","2017-12-31","3","2017","92","92","92","DR Congo (Zaire)","490","4","22.1"
"14199","15376","1","JNIM","Group for the Support of Islam and Muslims","Jamaat Nusrat al-Islam wal-Muslimin","6716","","","","Koglweogo","Koglweogo","Koglweogo","6857","","","","2017-11-17","1","2019-12-01","1","1","2019-12-01","1","2019","28","4","28","Burkina Faso","439","4","22.1"
"14206","15387","1","CNPSC","National Coalition of the People for the Sovereignty of the Congo","Coalition nationale du peuple pour la souveraineté du Congo","3043","","","","Twiganeho","Twiganeho","Twiganeho","6918","","","","2017-12-04","1","2020-10-27","1","0","","","2020","28","28","28","DR Congo (Zaire)","490","4","22.1"
"14206","15387","1","CNPSC","National Coalition of the People for the Sovereignty of the Congo","Coalition nationale du peuple pour la souveraineté du Congo","3043","","","","Twiganeho","Twiganeho","Twiganeho","6918","","","","2017-12-04","1","2020-10-27","1","0","","0","2021","39","39","41","DR Congo (Zaire)","490","4","22.1"
"14210","15392","1","CMC","Coalition for movements of change","Collectif des mouvements pour le changement","6920","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2017-10-11","1","2019-02-04","1","0","","","2019","144","142","181","DR Congo (Zaire)","490","4","22.1"
"14210","15392","1","CMC","Coalition for movements of change","Collectif des mouvements pour le changement","6920","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2017-10-11","1","2019-02-04","1","1","2020-06-03","1","2020","74","74","74","DR Congo (Zaire)","490","4","22.1"
"14216","15401","3","Ingessana","Ingessana","n/a","6929","","","","Uduk","Uduk","Uduk","6685","","","","2017-05-22","1","2017-05-28","2","1","2017-05-28","2","2017","52","52","52","South Sudan, Sudan","625, 626","4","22.1"
"14217","15402","1","MNLC","National Movement for the Liberation of Central African Republic","Mouvement national pour la libération de la Centrafrique","6930","","","","RJ","Revolution and Justice","Justice Revolution","5544","","","","2017-12-31","2","2018-01-16","3","1","2018-01-16","3","2018","69","69","69","Central African Republic","482","4","22.1"
"14224","15409","1","PCC","First Command of the Capital","Primeiro Comando da Capital","3176","","","","Sindicato RN","Crime Syndicate of Rio Grande do Norte","Sindicato do Crime do Rio Grande do Norte","6936","","","","2015-06-10","1","2017-01-14","1","1","2017-03-11","1","2017","36","36","36","Brazil","140","5","22.1"
"14224","15409","1","PCC","First Command of the Capital","Primeiro Comando da Capital","3176","","","","Sindicato RN","Crime Syndicate of Rio Grande do Norte","Sindicato do Crime do Rio Grande do Norte","6936","","","","2015-06-10","1","2021-08-08","1","0","","0","2021","54","54","54","Brazil","140","5","22.1"
"14229","15417","3","Ayiel Dinka","Ayiel Dinka","n/a","6943","","","","Waat Dinka","Waat Dinka","Waat Dinka","1939","","","","2017-08-07","2","2017-08-07","2","1","2017-08-07","2","2017","44","44","44","South Sudan","626","4","22.1"
"14234","15422","1","Anas al-Dabbashi Brigade, Brigade 48","Anas al-Dabbashi Brigade, Brigade 48",", Anas al-Dabbashi Brigade","6955","6810, 6954","","","Operations Room Combating Daesh, Shuhada al-Wadi militia","Operations Room Combating Daesh, Shuhada al-Wadi militia",",","6842","6812, 6841","","","2017-09-19","2","2017-09-29","3","1","2017-10-06","3","2017","43","43","43","Libya","620","4","22.1"
"14237","15425","3","Bambuti, Batwa","Bambuti, Batwa","Bambuti, Batwa","6960","2398, 6942","","","Batabwa","Batabwa","Batabwa","6756","","","","2017-01-14","2","2017-02-05","1","1","2017-02-05","1","2017","27","27","603","DR Congo (Zaire)","490","4","22.1"
"14241","15432","1","Anti-Balaka - Mokom, FPRC, MPC, RPRC","Anti-Balaka - Maxime Mokom, Patriotic Movement for the Central African Republic , Patriotic Rally for Renewal in the CAR or Gathering for Reconciliation among Central Africans , Popular Front for the Rebirth of the Central African Republic","Anti-Balaka - Maxime Mokom, Front populaire pour la renaissance de centrafrique, Mouvement patriotique de Centrafrique, Rassemblement pour la reconciliation des Centrafricains","6968","6000, 6845, 4007, 6354","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2016-11-23","2","2016-11-23","2","0","","","2016","147","147","147","Central African Republic","482","4","22.1"
"14241","15432","1","Anti-Balaka - Mokom, FPRC, MPC, RPRC","Anti-Balaka - Maxime Mokom, Patriotic Movement for the Central African Republic , Patriotic Rally for Renewal in the CAR or Gathering for Reconciliation among Central Africans , Popular Front for the Rebirth of the Central African Republic","Anti-Balaka - Maxime Mokom, Front populaire pour la renaissance de centrafrique, Mouvement patriotique de Centrafrique, Rassemblement pour la reconciliation des Centrafricains","6968","6000, 6845, 4007, 6354","","","UPC","Union for Peace in the Central African Republic","Union pour la Paix en Centrafrique","5999","","","","2016-11-23","2","2016-11-23","2","1","2017-05-07","1","2017","30","30","30","Central African Republic","482","4","22.1"
"14258","15453","1","anti-Balaka","anti-Balaka","anti-Balaka","4201","","","","Peuhl militia (Zemio)","Peuhl militia (Zemio)","Peuhl militia (Zemio)","6982","","","","2017-06-01","1","2017-06-30","2","1","2017-10-31","3","2017","62","62","70","Central African Republic","482","4","22.1"
"14264","15462","3","Arab Brabich","Arab Brabich","Arab Brabich","4171","","","","Idnan (Tuareg)","Idnan (Tuareg)","Idnan (Tuareg)","1568","","","","2013-08-15","1","2013-08-20","1","1","2013-08-20","1","2013","27","27","27","Algeria","615","4","22.1"
"14285","15489","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","GDE","Guardians of the state","Guardiões do Estado","7014","","","","2017-05-11","1","2017-05-13","1","0","","","2017","2666","2666","2666","Brazil","140","5","22.1"
"14285","15489","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","GDE","Guardians of the state","Guardiões do Estado","7014","","","","2017-05-11","1","2017-05-13","1","0","","","2018","2337","2338","2338","Brazil","140","5","22.1"
"14285","15489","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","GDE","Guardians of the state","Guardiões do Estado","7014","","","","2017-05-11","1","2017-05-13","1","0","","","2019","1178","1178","1178","Brazil","140","5","22.1"
"14285","15489","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","GDE","Guardians of the state","Guardiões do Estado","7014","","","","2017-05-11","1","2017-05-13","1","0","","","2020","2041","2041","2041","Brazil","140","5","22.1"
"14285","15489","1","Comando Vermelho","Red Command","Comando Vermelho","772","","","","GDE","Guardians of the state","Guardiões do Estado","7014","","","","2017-05-11","1","2017-05-13","1","0","","0","2021","1651","1651","1651","Brazil","140","5","22.1"
"14289","15497","1","CMC","Coalition for movements of change","Collectif des mouvements pour le changement","6920","","","","Mayi Mayi Mazembe","Mayi Mayi Mazembe","Maï Maï Mazembe","6587","","","","2018-02-25","1","2018-02-27","1","1","2018-05-16","1","2018","25","25","30","DR Congo (Zaire)","490","4","22.1"
"14291","15499","1","CMA","Coordination of Azawad Movements","Coordination des Mouvements de l’Azawad","1158","","","","MSA","Movement for the Salvation of Azawad","Mouvement du Salut de l’Azawad","6836","","","","2018-03-01","1","2019-06-24","1","1","2019-12-21","1","2019","38","38","41","Mali","432","4","22.1"
"14305","15518","3","Jalwau Dinka","Jalwau Dinka","Jalwau Dinka","7034","","","","Thiyic Dinka","Thiyic Dinka","Thiyic Dinka","1138","","","","2017-12-17","2","2017-12-17","2","0","","","2017","43","43","43","South Sudan","626","4","22.1"
"14305","15518","3","Jalwau Dinka","Jalwau Dinka","Jalwau Dinka","7034","","","","Thiyic Dinka","Thiyic Dinka","Thiyic Dinka","1138","","","","2017-12-17","2","2017-12-17","2","1","2018-03-04","1","2018","66","44","66","South Sudan","626","4","22.1"
"14309","15523","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","HTS, Southern Front","Organization for the Liberation of the Levant, Southern Front","Hay’at Tahrir al-Sham , Southern Front","7036","6815, 6333","","","2017-08-03","1","2017-08-24","1","0","","","2017","130","124","130","Syria","652","2","22.1"
"14309","15523","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","HTS, Southern Front","Organization for the Liberation of the Levant, Southern Front","Hay’at Tahrir al-Sham , Southern Front","7036","6815, 6333","","","2017-08-03","1","2017-08-24","1","1","2018-06-19","1","2018","106","106","107","Syria","652","2","22.1"
"14311","15525","1","Bonde dos 13","Bonde dos 13","Bonde dos 13","7038","","","","Comando Vermelho","Red Command","Comando Vermelho","772","","","","2016-10-20","1","2021-04-06","1","0","","0","2021","43","43","43","Bolivia, Brazil","140, 145","5","22.1"
"14313","15529","1","Ahrar al-Sham, FSA, HTS, Jaysh al-Islam","Army of Islam, Free Syrian Army, Organization for the Liberation of the Levant, The Islamic Movement of Ahrar al-Sham","Harakat Ahrar al-Sham al-Islamiyya, Hay’at Tahrir al-Sham , Jaysh al-Islam, n/a","7042","6815, 5554, 6377, 1130","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2017-01-29","1","2017-03-24","1","1","2017-05-14","1","2017","60","51","62","Syria","652","2","22.1"
"14324","15542","1","Ahrar al-Sham, HTS, Southern Front","Organization for the Liberation of the Levant, Southern Front, The Islamic Movement of Ahrar al-Sham","Harakat Ahrar al-Sham al-Islamiyya, Hay’at Tahrir al-Sham , Southern Front","7056","6815, 5554, 6333","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2017-01-31","1","2017-02-01","1","0","","","2017","394","389","401","Syria","652","2","22.1"
"14324","15542","1","Ahrar al-Sham, HTS, Southern Front","Organization for the Liberation of the Levant, Southern Front, The Islamic Movement of Ahrar al-Sham","Harakat Ahrar al-Sham al-Islamiyya, Hay’at Tahrir al-Sham , Southern Front","7056","6815, 5554, 6333","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2017-01-31","1","2017-02-01","1","1","2018-06-14","1","2018","64","64","64","Syria","652","2","22.1"
"14338","15564","1","Benghazi Revolutionaries Shura Council","Benghazi Revolutionaries Shura Council","Majlis Shura Thuwar Benghazi","4369","","","","LNA","Libyan National Army","n/a","7072","","","","2014-06-23","1","2014-07-24","1","1","2014-10-11","1","2014","284","284","358","Libya","620","4","22.1"
"14339","15565","1","February 17 Martyrs Brigade, Rafallah al-Sahati Brigade","February 17 Martyrs Brigade, Rafallah al-Sahati Brigade","February 17 Martyrs Brigade, Rafallah al-Sahati Brigade","7049","7048, 7047","","","LNA","Libyan National Army","n/a","7072","","","","2014-05-16","1","2014-05-16","1","1","2014-05-16","1","2014","79","79","79","Libya","620","4","22.1"
"14340","15566","1","ASL","Ansar al-Sharia in Libya","Ansar al-Sharia in Libya","7046","","","","LNA","Libyan National Army","n/a","7072","","","","2014-06-02","1","2014-06-04","1","1","2014-06-15","1","2014","29","29","31","Libya","620","4","22.1"
"14352","15585","3","Bahemba","Bahemba","Bahemba","7089","","","","Bambuti","Bambuti","Bambuti","6942","","","","2016-09-20","5","2016-09-20","5","1","2016-09-20","5","2016","65","0","65","DR Congo (Zaire)","490","4","22.1"
"14369","15606","1","Syrian Liberation Front","Syrian Liberation Front","Jabhat Tahrir Suriya","7105","","","","HTS","Organization for the Liberation of the Levant","Hay’at Tahrir al-Sham","6815","","","","2018-02-20","1","2018-03-05","1","1","2018-10-23","1","2018","33","33","33","Syria","652","2","22.1"
"14370","15607","1","Suqour al-Sham, Syrian Liberation Front","Hawks of the Levant Brigades, Syrian Liberation Front","Jabhat Tahrir Suriya, Suqour al-Sham Brigades","7106","7105, 7103","","","HTS","Organization for the Liberation of the Levant","Hay’at Tahrir al-Sham","6815","","","","2018-02-21","1","2018-02-26","1","1","2018-05-15","1","2018","471","466","480","Syria","652","2","22.1"
"14372","15611","1","Forces of Ibrahim Jadhran","Forces of Ibrahim Jadhran","n/a","7108","","","","Forces of the House of Representatives","Forces of the House of Representatives","n/a","5802","","","","2018-04-21","1","2018-06-16","1","1","2018-12-19","2","2018","106","100","114","Libya","620","4","22.1"
"14378","15617","1","FPRC","Popular Front for the Rebirth of the Central African Republic","Front populaire pour la renaissance de centrafrique","4007","","","","MPC","Patriotic Movement for the Central African Republic","Mouvement patriotique de Centrafrique","6354","","","","2018-06-20","1","2018-06-20","1","1","2018-07-22","1","2018","30","22","30","Central African Republic","482","4","22.1"
"14385","15627","1","HTS","Organization for the Liberation of the Levant","Hay’at Tahrir al-Sham","6815","","","","Tanzim Hurras ad-Din","Guardians of Religion Organization","Tanẓīm Ḥurrās ad-Dīn","7118","","","","2018-05-06","1","2020-06-26","1","1","2020-06-26","1","2020","30","30","30","Syria","652","2","22.1"
"14391","15635","3","Awlad Busayf, Awlad Suleiman","Awlad Busayf, Awlad Suleiman","Awlad Busayf, Awlad Suleiman","7124","4371, 7123","","","Toubou","Toubou","Toubou","3998","","","","2012-03-27","1","2012-03-27","1","1","2012-03-31","1","2012","163","163","163","Libya","620","4","22.1"
"14402","15650","1","APCLS","Alliance of the People for a Free and Sovereign Congo","Alliance des patriotes pour un Congo libre et souverain","1200","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-05-29","1","2018-07-18","1","0","","","2018","45","45","52","DR Congo (Zaire)","490","4","22.1"
"14402","15650","1","APCLS","Alliance of the People for a Free and Sovereign Congo","Alliance des patriotes pour un Congo libre et souverain","1200","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-05-29","1","2018-07-18","1","0","","","2019","33","33","33","DR Congo (Zaire)","490","4","22.1"
"14402","15650","1","APCLS","Alliance of the People for a Free and Sovereign Congo","Alliance des patriotes pour un Congo libre et souverain","1200","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-05-29","1","2018-07-18","1","1","2020-07-15","1","2020","42","42","42","DR Congo (Zaire)","490","4","22.1"
"14406","15655","1","Brigade 301, Ghaniwa Brigade, Nawasi Battalion, TRB","Brigade 301, Ghaniwa Brigade, Nawasi Battalion, Tripoli Revolutionaries Brigade",", , ,","7139","7138, 7136, 7137, 7207","","","Kaniyat","Kaniyat","n/a","6902","","","","2018-08-27","2","2018-09-01","2","1","2018-09-04","2","2018","78","78","78","Libya","620","4","22.1"
"14420","15675","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Jaysh al-Sanadid, PYD","Democratic Union Party, Forces of the Brave","Jaysh al-Sanadid, Partiya Yekîtiya Demokrat","7150","6369, 4163","Government of United States of America","2","2014-05-08","1","2014-08-22","2","1","2014-12-20","1","2014","195","195","195","Syria","652","2","22.1"
"14424","15680","1","Aknaf Bait al-Maqdis, HTS, Jaysh al-Islam","Army of Islam, Defenders of Jerusalem, Organization for the Liberation of the Levant","Aknaf Bait al-Maqdis, Hay’at Tahrir al-Sham , Jaysh al-Islam","7155","6815, 6273, 6377","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2018-01-13","1","2018-01-25","1","1","2018-03-13","1","2018","58","58","59","Syria","652","2","22.1"
"14435","15694","1","Jabhat al-Samud, Kaniyat","Kaniyat, Steadfastness Front",", Jabhat al-Samud","7215","6902, 7156","","","TPF","Tripoli Protection Force","n/a","7164","","","","2018-09-20","1","2018-09-21","1","1","2018-09-23","2","2018","39","35","39","Libya","620","4","22.1"
"14456","15717","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Nueva Plaza Cartel","Nueva Plaza Cartel","Nueva Plaza Cartel","7187","","","","2018-02-03","1","2018-02-10","3","0","","","2018","562","562","560","Mexico","70","5","22.1"
"14456","15717","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Nueva Plaza Cartel","Nueva Plaza Cartel","Nueva Plaza Cartel","7187","","","","2018-02-03","1","2018-02-10","3","0","","","2019","1275","1275","1275","Mexico","70","5","22.1"
"14456","15717","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Nueva Plaza Cartel","Nueva Plaza Cartel","Nueva Plaza Cartel","7187","","","","2018-02-03","1","2018-02-10","3","0","","","2020","1859","1859","1859","Mexico","70","5","22.1"
"14456","15717","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Nueva Plaza Cartel","Nueva Plaza Cartel","Nueva Plaza Cartel","7187","","","","2018-02-03","1","2018-02-10","3","0","","0","2021","1674","1674","1674","Mexico","70","5","22.1"
"14459","15720","3","Bul Nuer","Bul Nuer","Bul Nuer","1220","","","","Kongor Dinka, Lou Dinka","Kongor Dinka, Lou Dinka","Kongor Dinka, Lou Dinka","7189","2011, 1940","","","2018-06-05","1","2018-06-05","1","1","2018-06-05","1","2018","32","32","32","South Sudan","626","4","22.1"
"14460","15721","3","Jie","Jie","Jie","633","","","","Murle","Murle","Murle","655","","","","2018-07-06","1","2018-07-06","1","0","","","2018","182","182","182","South Sudan","626","4","22.1"
"14460","15721","3","Jie","Jie","Jie","633","","","","Murle","Murle","Murle","655","","","","2018-07-06","1","2018-07-06","1","1","2019-05-08","1","2019","98","98","98","South Sudan","626","4","22.1"
"14470","15734","3","Oromo","Oromo","Oromo","664","","","","Gamo, Guraghe","Gamo, Guraghe","n/a, n/a","7201","7199, 7200","","","2018-09-16","2","2018-09-16","2","1","2018-09-16","2","2018","26","26","26","Ethiopia","530","4","22.1"
"14471","15735","3","Oromo","Oromo","Oromo","664","","","","Dorze, Gamo, Guraghe, Silt'e, Wolayta","Dorze, Gamo, Guraghe, Silt'e, Wolayta","n/a, n/a, n/a, n/a, Wolayta","7204","7199, 7203, 2040, 7202, 7200","","","2018-09-14","1","2018-09-17","1","1","2018-09-17","1","2018","32","32","32","Ethiopia","530","4","22.1"
"14473","15737","1","Al-Shabaab","Al-Shabaab","n/a","717","","","","Ma'awisley","Ma'awisley","n/a","7206","","","","2018-10-01","2","2019-10-09","1","1","2019-12-28","1","2019","32","29","44","Somalia","520","4","22.1"
"14474","15738","1","National Front for Liberation","National Front for Liberation","Jabhat al-Wataniya lil-Tahrir","7128","","","","HTS","Organization for the Liberation of the Levant","Hay’at Tahrir al-Sham","6815","","","","2018-05-06","1","2018-10-06","1","0","","","2018","62","62","64","Syria","652","2","22.1"
"14474","15738","1","National Front for Liberation","National Front for Liberation","Jabhat al-Wataniya lil-Tahrir","7128","","","","HTS","Organization for the Liberation of the Levant","Hay’at Tahrir al-Sham","6815","","","","2018-05-06","1","2018-10-06","1","1","2019-01-09","1","2019","151","151","151","Syria","652","2","22.1"
"14478","15743","3","Gok Dinka, Jalwau Dinka","Gok Dinka, Jalwau Dinka","Gok Dinka, Jalwau Dinka","7210","7034, 583","","","Luac Jang Dinka, Thiyic Dinka","Luac Jang Dinka, Thiyic Dinka","Luac Jang Dinka, Thiyic Dinka","7211","1009, 1138","","","2018-08-12","2","2018-08-12","2","1","2018-08-12","2","2018","42","42","42","South Sudan","626","4","22.1"
"14499","15767","3","Biide subclan of Habar Jeclo (Isaaq)","Biide subclan of Habar Jeclo (Isaaq)","n/a","7229","","","","Sa'ad subclan of Habar Yonis (Isaaq)","Sa'ad subclan of Habar Yonis (Isaaq)","n/a","7228","","","","2018-01-21","1","2018-05-09","1","0","","","2018","32","29","32","Somalia","520","4","22.1"
"14499","15767","3","Biide subclan of Habar Jeclo (Isaaq)","Biide subclan of Habar Jeclo (Isaaq)","n/a","7229","","","","Sa'ad subclan of Habar Yonis (Isaaq)","Sa'ad subclan of Habar Yonis (Isaaq)","n/a","7228","","","","2018-01-21","1","2018-05-09","1","1","2019-11-26","2","2019","32","24","32","Somalia","520","4","22.1"
"14501","15769","1","FPP-AP","Mayi-Mayi People's Patriotic Forces, People's Army","Maï-Maï Forces patriotiques populaires, Armée du peuple","7230","","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-10-01","1","2021-10-10","1","0","","","2021","61","61","61","DR Congo (Zaire)","490","4","22.1"
"14506","15775","1","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","Shabab al-Tawhid wa al-Aqiyda","Shabab al-Tawhid wa al-Aqiyda","n/a","7231","","","","2015-08-11","1","2015-08-13","1","1","2015-08-14","1","2015","85","39","101","Libya","620","4","22.1"
"14512","15782","1","AQAP","al-Qaida in the Arabian Peninsula","n/a","881","","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2018-07-12","2","2018-11-08","1","0","","","2018","42","14","66","Yemen (North Yemen)","678","2","22.1"
"14512","15782","1","AQAP","al-Qaida in the Arabian Peninsula","n/a","881","","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2018-07-12","2","2018-11-08","1","1","2019-12-09","2","2019","69","6","69","Yemen (North Yemen)","678","2","22.1"
"14516","15788","1","Fuerza Anti Unión","Fuerza Anti Unión","Fuerza Anti Unión","7238","","","","La Union de Tepito","La Union de Tepito","La Union de Tepito","4465","","","","2018-01-25","1","2018-08-31","3","0","","","2018","41","40","41","Mexico","70","5","22.1"
"14516","15788","1","Fuerza Anti Unión","Fuerza Anti Unión","Fuerza Anti Unión","7238","","","","La Union de Tepito","La Union de Tepito","La Union de Tepito","4465","","","","2018-01-25","1","2018-08-31","3","0","","","2019","38","38","39","Mexico","70","5","22.1"
"14516","15788","1","Fuerza Anti Unión","Fuerza Anti Unión","Fuerza Anti Unión","7238","","","","La Union de Tepito","La Union de Tepito","La Union de Tepito","4465","","","","2018-01-25","1","2018-08-31","3","1","2020-12-06","1","2020","70","70","70","Mexico","70","5","22.1"
"14520","15793","3","Bassa Kwomu","Bassa Kwomu","Bassa Kwomu","7079","","","","Egbura Mozum","Egbura Mozum","Egbura Mozum","7240","","","","1997-11-16","2","2018-09-13","1","0","","","2018","54","24","119","Nigeria","475","4","22.1"
"14520","15793","3","Bassa Kwomu","Bassa Kwomu","Bassa Kwomu","7079","","","","Egbura Mozum","Egbura Mozum","Egbura Mozum","7240","","","","1997-11-16","2","2018-09-13","1","1","2019-03-07","1","2019","25","6","33","Nigeria","475","4","22.1"
"14525","15798","1","Al-Shabaab","Al-Shabaab","n/a","717","","","","IS","Islamic State","al-Dawla al-Islamiyya","234","","","","2018-10-12","1","2019-03-01","2","1","2019-03-01","2","2019","26","25","30","Somalia","520","4","22.1"
"14532","15809","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Santa Rosa de Lima Cartel","Santa Rosa de Lima Cartel","Cártel de Santa Rosa de Lima","7256","","","","2018-01-17","1","2018-01-31","3","0","","","2018","2228","2228","2228","Mexico","70","5","22.1"
"14532","15809","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Santa Rosa de Lima Cartel","Santa Rosa de Lima Cartel","Cártel de Santa Rosa de Lima","7256","","","","2018-01-17","1","2018-01-31","3","0","","","2019","2881","2881","2906","Mexico","70","5","22.1"
"14532","15809","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Santa Rosa de Lima Cartel","Santa Rosa de Lima Cartel","Cártel de Santa Rosa de Lima","7256","","","","2018-01-17","1","2018-01-31","3","0","","","2020","4373","4373","4392","Mexico","70","5","22.1"
"14532","15809","1","Jalisco Cartel New Generation","Jalisco Cartel New Generation","Cártel de Jalisco Nueva Generación","1151","","","","Santa Rosa de Lima Cartel","Santa Rosa de Lima Cartel","Cártel de Santa Rosa de Lima","7256","","","","2018-01-17","1","2018-01-31","3","0","","","2021","2225","2224","2225","Mexico","70","5","22.1"
"14542","15819","3","Amhara","Amhara","Amhara","916","","","","Qimant","Qimant","Qimant","7260","","","","2018-12-08","2","2018-12-31","5","0","","","2018","207","207","207","Ethiopia","530","4","22.1"
"14542","15819","3","Amhara","Amhara","Amhara","916","","","","Qimant","Qimant","Qimant","7260","","","","2018-12-08","2","2018-12-31","5","1","2019-10-16","2","2019","97","97","92","Ethiopia","530","4","22.1"
"14547","15826","1","APCLS","Alliance of the People for a Free and Sovereign Congo","Alliance des patriotes pour un Congo libre et souverain","1200","","","","APCLS-R, NDC-R","Alliance des patriotes pour un Congo libre et souverain-Rénové, Reformed Nduma Defence of Congo","Alliance des patriotes pour un Congo libre et souverain-Rénové, Nduma Défense du Congo - Rénové","7269","6491, 7268","","","2018-01-16","2","2018-10-31","5","1","2018-12-13","1","2018","35","35","35","DR Congo (Zaire)","490","4","22.1"
"14564","15849","1","CMC, NDC-R","Coalition for movements of change, Reformed Nduma Defence of Congo","Collectif des mouvements pour le changement, Nduma Défense du Congo - Rénové","7288","6491, 6920","","","CNRD","National Council for Renewal and Democracy","Conseil national pour le renouveau et la démocratie-Ubwiyunge","6684","","","","2018-11-28","1","2018-12-30","2","1","2018-12-30","2","2018","38","38","38","DR Congo (Zaire)","490","4","22.1"
"14574","15859","3","Gak Dinka","Gak Dinka","Gak Dinka","7302","","","","Manuer Dinka","Manuer Dinka","Manuer Dinka","7303","","","","2018-02-12","1","2019-11-29","1","1","2019-11-29","1","2019","79","79","79","South Sudan","626","4","22.1"
"14592","15879","3","Chiebiliew Yoal (Lou Nuer)","Chiebiliew Yoal (Lou Nuer)","Chiebiliew Yoal (Lou Nuer)","7112","","","","Cie Bol","Cie Bol","Cie Bol","7113","","","","2018-07-06","2","2018-07-06","2","1","2018-12-10","1","2018","25","25","36","Kenya, South Sudan","501, 626","4","22.1"
"14602","15892","1","APCLS, CMC","Alliance of the People for a Free and Sovereign Congo, Coalition for movements of change","Alliance des patriotes pour un Congo libre et souverain, Collectif des mouvements pour le changement","7330","6920, 1200","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-01-25","1","2019-04-04","1","0","","","2019","173","173","173","DR Congo (Zaire)","490","4","22.1"
"14602","15892","1","APCLS, CMC","Alliance of the People for a Free and Sovereign Congo, Coalition for movements of change","Alliance des patriotes pour un Congo libre et souverain, Collectif des mouvements pour le changement","7330","6920, 1200","","","NDC-R","Reformed Nduma Defence of Congo","Nduma Défense du Congo - Rénové","6491","","","","2018-01-25","1","2019-04-04","1","1","2020-07-07","1","2020","83","83","83","DR Congo (Zaire)","490","4","22.1"
"14606","15897","1","Los Aztecas","Los Aztecas","Los Aztecas","6122","","","","La Linea","La Linea","La Linea","7381","","","","2008-04-17","1","2018-07-02","1","1","2018-12-28","2","2018","132","132","133","Mexico","70","5","22.1"
