Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0194-CHN,2016,0194,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Guangdong Sheng, Fujian Sheng provinces",,,,,,,,,Km2,,,,Yangtze,2016,5,18,2016,5,21,12,,35400,8700,44100,,,,,447000,504666,"88,57345288",1,901;903;904;905;912;914;924,,"Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng (Adm1). "
2016-0250-CHN,2016,0250,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,"Pianpo village (Bijie district, Guizhou Sheng province)",Heavy rains,,,,,,,,,,,,,2016,7,1,2016,7,1,22,7,,,7,,,,,,,"88,57345288",2,,13068,Bijie (Adm2). 
2016-0255-CHN,2016,0255,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,Kunlun mountain (Xinjiang Uygur Zizhiqu province),Heavy rains,,,,,,,,,,,,,2016,7,7,2016,7,7,35,,,,,,,,,,,"88,57345288",1,927,,Xinjiang Uygur Zizhiqu (Adm1). 
2016-0235-CHN,2016,0235,,Natural,Meteorological,Storm,Convective storm,,,China,CHN,Eastern Asia,Asia,"Yancheng city (Jiangsu Sheng province), Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces",,,,,,,,,Kph,,,,,2016,6,16,2016,6,23,99,846,45000,,45846,,,,,500000,564503,"88,57345288",1,899;913;915;916;927,,"Beijing Shi, Jiangsu Sheng, Jilin Sheng, Liaoning Sheng, Xinjiang Uygur Zizhiqu (Adm1). "
2016-0023-CHN,2016,0023,,Natural,Meteorological,Extreme temperature ,Cold wave,,,China,CHN,Eastern Asia,Asia,"Yakeshi city (Hulunbuir district, Nei Mongol Zizhiqu province), Harbin district (Heilongjiang Sheng province), Mohe area (Daxing'anling district, Heilongjiang province), Changsha district (Hunan Sheng province), Changchun district (Jilin Sheng province), Zhejiang Sheng, Beijing Shi, Hainan Sheng, Shanghai Shi provinces",,,,,,,,-41,°C,,,,,2016,1,20,2016,1,26,5,,,,,,,,,1600000,1806410,"88,57345288",1;2,899;906;922;930,13086;13098;13130;13168;13195,"Beijing Shi, Hainan Sheng, Shanghai Shi, Zhejiang Sheng (Adm1). Changchun, Changsha, Daxing'anling, Harbin, Hulunbuir (Adm2). "
2016-0207-CHN,2016,0207,,Technological,Technological,Transport accident,Road,,,China,CHN,Eastern Asia,Asia,Hunan,,,,,,,,,,,,,,2016,6,26,2016,6,26,35,11,,,11,,,,,,,"88,57345288",,,,
2016-0290-CHN,2016,0290,,Technological,Technological,Industrial accident,Explosion,,Power plant,China,CHN,Eastern Asia,Asia,Dangyang,,,,,,,,,m3,,,,,2016,8,11,2016,8,11,21,5,,,5,,,,,,,"88,57345288",,,,
2016-0205-CHN,2016,0205,,Technological,Technological,Industrial accident,Chemical spill,,Factory,China,CHN,Eastern Asia,Asia,Shenxian county (Shandong province),,,,,,,,,m3,,,,,2016,6,28,2016,6,28,,131,,,131,,,,,,,"88,57345288",,,,
2016-0103-CHN,2016,0103,,Technological,Technological,Industrial accident,Collapse,,Hoist,China,CHN,Eastern Asia,Asia,"Mayong village (Dongguan district, Guangdong Sheng province)",,,,,,,,,m3,,,,,2016,4,13,2016,4,13,18,4,,,4,,,,,,,"88,57345288",2,,13044,Dongguan (Adm2). 
2016-0108-CHN,2016,0108,,Technological,Technological,Industrial accident,Other,,Coal mine,China,CHN,Eastern Asia,Asia,Shanxi Sheng province,,,,,,,,,m3,,,,,2016,3,23,2016,3,23,19,,,,,,,,,,,"88,57345288",1,923,,Shanxi Sheng (Adm1). 
2016-0198-CHN,2016,0198,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Yunnan Sheng, Guizhou Sheng, Hunan Sheng, Hubei Sheng, Anhui Sheng, Zhejiang Sheng provinces",Heavy seasonal rains,,,,,,,,Km2,,,,,2016,5,21,2016,5,29,17,,,,,,,,,69000,77901,"88,57345288",1,898;905;911;912;924;929;930,,"Anhui Sheng, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). "
2016-0233-CHN,2016,0233,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Sichuan Sheng, Yunnan Sheng, Chongqing Shi, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Anhui Sheng, Jiangxi Sheng, Guangdong Sheng, Fujian Sheng, Zhejiang Sheng provinces",,,,,,,,,Km2,,,,Yangtze river,2016,6,9,2016,6,16,25,,215400,39000,254400,,,,,664000,749660,"88,57345288",1,898;900;901;903;904;905;912;914;924;929;930,,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hunan Sheng, Jiangxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). "
2016-0236-CHN,2016,0236,FL-2016-000044,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Jiangsu Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Gansu Sheng, Shaanxi Sheng, Qinghai Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Hunan, Fujian provinces",Heavy rains,,,,,,,197080,Km2,24.753,112.952,,,2016,6,18,2016,6,23,68,,165000,,165000,,,60000,67740,3000000,3387019,"88,57345288",1,898;900;901;902;904;905;911;912;913;914;919;920;924;929;930,,"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Qinghai Sheng, Shaanxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). "
2016-0238-CHN,2016,0238,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Chongqing Shi, Hubei Sheng, Sichuan Sheng, Shaanxi Sheng, Henan Sheng, Yunnan Sheng, Anhui Sheng, Zhejiang Sheng, Jiangsu Sheng, Guizhou Sheng provinces",Monsoonal rains,,,,,,,,Km2,,,,,2016,6,23,2016,6,30,34,,150000,,150000,,,,,675000,762079,"88,57345288",1,898;900;905;909;911;913;920;924;929;930,,"Anhui Sheng, Chongqing Shi, Guizhou Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Sichuan Sheng, Yunnan Sheng, Zhejiang Sheng (Adm1). "
2016-0257-CHN,2016,0257,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Beijing Shi, Hebei Sheng, Shanxi Sheng, Inner Mongolia, Tianjin Shi, Shandong Sheng , Henan Sheng, Liaoning, Jilin, Heilongjiang ",Heavy rains,,,,,,,,Km2,,,,Yangtze river,2016,7,18,2016,7,25,289,,375000,,375000,,,80000,90321,4500000,5080529,"88,57345288",1,899;907;908;909;915;916;917;921;923;926,,"Beijing Shi, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Shandong Sheng, Shanxi Sheng, Tianjin Shi (Adm1). "
2016-0204-COL,2016,0204,,Technological,Technological,Transport accident,Air,,Helicopter,Colombia,COL,South America,Americas,Choco department,,,,,,,,,,,,,,2016,6,26,2016,6,26,17,,,,,,,,,,,"88,57345288",,,,
2016-0016-COL,2016,0016,,Technological,Technological,Transport accident,Water,,Migrants,Colombia,COL,South America,Americas,Caribbean Sea,,,,,,,,,,,,,,2016,1,10,2016,1,10,15,,,,,,,,,,,"88,57345288",,,,
2016-0047-COL,2016,0047,,Technological,Technological,Industrial accident,Poisoning,,,Colombia,COL,South America,Americas,Choco department,,,,,,,,,m3,,,,,2016,2,,2016,2,,37,,,,,,,,,,,"88,57345288",,,,
2016-0113-CRI,2016,0113,,Technological,Technological,Transport accident,Rail,,,Costa Rica,CRI,Central America,Americas,,,,,,,,,,,,,,,2016,4,8,2016,4,8,,245,,,245,,,,,,,"88,57345288",,,,
2016-0044-DEU,2016,0044,,Technological,Technological,Transport accident,Rail,,,Germany,DEU,Western Europe,Europe,Bavière; ligne Rosenheim et Holzkirchen,,,,,,,,,,,,,,2016,2,9,2016,2,9,12,89,,,89,,,,,,,"88,57345288",,,,
2016-0179-DEU,2016,0179,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Simbach am Inn, Triften, Tann, Regen cities (Niederbayern district, Bayern province)",Heavy rains,,,,,,,91555,Km2,48.407,10.22,,,2016,5,31,2016,6,7,7,,,,,,,830000,937075,2000000,2258013,"88,57345288",2,,16531,Niederbayern (Adm2). 
2016-0184-DOM,2016,0184,,Natural,Hydrological,Flood,,,,Dominican Republic (the),DOM,Caribbean,Americas,"Santo Domingo, La Romana cities",,,,,,,,,Km2,,,,,2016,5,7,2016,5,8,,,,,,,,,,,,"88,57345288",2,,36891;36929,"Distrito Nacional, La Romana (Adm2). "
2016-0110-DZA,2016,0110,,Technological,Technological,Transport accident,Air,,Military helicopter,Algeria,DZA,Northern Africa,Africa,Reggane district (Adrar province),,,,,,,,,,,,,,2016,3,27,2016,3,27,12,,,,,,,,,,,"88,57345288",2,,37646,Reggane (Adm2). 
2016-0045-DZA,2016,0045,,Technological,Technological,Transport accident,Road,,,Algeria,DZA,Northern Africa,Africa,Naâma region,,,,,,,,,,,,,,2016,2,11,2016,2,11,13,2,,,2,,,,,,,"88,57345288",,,,
2016-0199-DZA,2016,0199,,Technological,Technological,Transport accident,Road,,,Algeria,DZA,Northern Africa,Africa,Near Aflou,,,,,,,,,,,,,,2016,6,4,2016,6,4,33,22,,,22,,,,,,,"88,57345288",,,,
2016-0151-ECU,2016,0151,,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",,,,,,,,7,Richter,0.495,-79.62,02:57,,2016,5,18,2016,5,18,1,87,60,,147,,,,,,,"88,57345288",2,,15483;22044,"Esmeraldas, Portoviejo (Adm2). "
2016-0032-ECU,2016,0032,,Natural,Hydrological,Flood,Flash flood,,,Ecuador,ECU,South America,Americas,"Guayas, Bolívar, Esmeraldas, Cotopaxi, Los Ríos, Manabí, Imbabura, Santo Domingo de los Tsáchilas, El Oro provinces",Heavy rainfall,,,,,,,69542,Km2,-0.786,-79.701,,"Chone, Esmeraldas, Guayaqui",2016,1,1,2016,1,25,9,,10000,,10000,,,,,10000,11290,"88,57345288",1,1136;1140;1141;1142;1145;1147;1148;22005;22008,,"Bolivar, Cotopaxi, El Oro, Esmeraldas, Guayas, Imbabura, Los Rios, Manabi, Santo Domingo de los Tsachilas (Adm1). "
2016-0084-ECU,2016,0084,,Technological,Technological,Transport accident,Air,,Military plane,Ecuador,ECU,South America,Americas,Pastaza province,,,,,,,,,,,,,,2016,3,15,2016,3,15,22,,,,,,,,,,,"88,57345288",1,1152,,Pastaza (Adm1). 
2016-0075-EGY,2016,0075,,Technological,Technological,Transport accident,Road,,,Egypt,EGY,Northern Africa,Africa,Abu Radis district (South Sinai province),,,,,,,,,,,,,,2016,3,9,2016,3,9,18,,,,,,,,,,,"88,57345288",2,,66028,Abu Radis (Adm2). 
2016-0299-EGY,2016,0299,,Technological,Technological,Transport accident,Road,,,Egypt,EGY,Northern Africa,Africa,Daqahleya province,,,,,,,,,,,,,,2016,8,15,2016,8,15,17,16,,,16,,,,,,,"88,57345288",,,,
2016-0005-EGY,2016,0005,,Technological,Technological,Transport accident,Water,,Ferry,Egypt,EGY,Northern Africa,Africa,Kafr al-Cheikh province,,,,,,,,,,,,,,2016,1,1,2016,1,1,14,,,,,,,,,,,"88,57345288",,,,
2016-0082-ESP,2016,0082,,Technological,Technological,Transport accident,Road,,,Spain,ESP,Southern Europe,Europe,"Freginals village (Tarragona district, Catalogna province)",,,,,,,,,,,,,,2016,3,20,2016,3,20,13,34,,,34,,,,,,,"88,57345288",2,,25809,Tarragona (Adm2). 
2016-0109-FRA,2016,0109,,Technological,Technological,Transport accident,Road,,,France,FRA,Western Europe,Europe,"Moulins town (Allier district, Auvergne province)",Collision with a truck,,,,,,,,,,,,,2016,3,24,2016,3,24,12,,,,,,,,,,,"88,57345288",2,,16245,Allier (Adm2). 
2016-0279-FRA,2016,0279,,Technological,Technological,Miscellaneous accident,Fire,,Bar,France,FRA,Western Europe,Europe,Rouen,,,,,,,,,,,,,,2016,8,6,2016,8,6,13,6,,,6,,,,,,,"88,57345288",,,,
2016-0281-GAB,2016,0281,,Technological,Technological,Transport accident,Road,,,Gabon,GAB,Middle Africa,Africa,Near Kango,,,,,,,,,,,,,,2016,8,6,2016,8,6,18,,,,,,,,,,,"88,57345288",,,,
2016-0042-GHA,2016,0042,,Technological,Technological,Transport accident,Road,,,Ghana,GHA,Western Africa,Africa,Between Accra and Tamale,,,,,,,,,,,,,,2016,2,18,2016,2,18,61,25,,,25,,,,,,,"88,57345288",,,,
2016-0212-GHA,2016,0212,,Natural,Hydrological,Flood,,,,Ghana,GHA,Western Africa,Africa,"Kwame Nkrumah Circle, Airport Residential area, Dzorwulu, Tse Addo (Accra Metropolis district, Greater Accra province), Tema Metropolis district (Greater Accra province)",Torrential rain,,,,,,,47506,Km2,6.414,-1.165,,Odaw,2016,6,10,2016,6,14,10,,,,,,,,,,,"88,57345288",2,,190655;190722,"Accra Metropolis, Tema Metropolis (Adm2). "
2016-0046-GIN,2016,0046,,Technological,Technological,Transport accident,Road,,,Guinea,GIN,Western Africa,Africa,Bofossou (Macenta),,,,,,,,,,,,,,2016,2,10,2016,2,10,15,30,,,30,,,,,,,"88,57345288",,,,
2016-0006-GRC,2016,0006,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Egean sea,,,,,,,,,,,,,,2016,1,30,2016,1,30,37,,75,,75,,,,,,,"88,57345288",,,,
2016-0008-GRC,2016,0008,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Near Samos Isl. (Egean sea),,,,,,,,,,,,,,2016,1,28,2016,1,28,24,11,,,11,,,,,,,"88,57345288",,,,
2016-0025-GRC,2016,0025,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Near Kalilimnos Isl.,,,,,,,,,,,,,,2016,1,22,2016,1,22,44,,26,,26,,,,,,,"88,57345288",,,,
2016-0202-GRC,2016,0202,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Near Crete,,,,,,,,,,,,,,2016,6,3,2016,6,3,358,,,,,,,,,,,"88,57345288",,,,
2016-0284-GTM,2016,0284,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Guatemala,GTM,Central America,Americas,"Petén, Izabal provinces",,,,,,,,,Kph,,,,,2016,8,6,2016,8,6,,,55,,55,,,,,,,"88,57345288",1,64837;64838,,"Izabal, Petén (Adm1). "
2016-0284-HND,2016,0284,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Honduras,HND,Central America,Americas,"Islas De Bahía, Colon, Gracias A Dios, Cortés",,,,,,,,,Kph,,,,,2016,8,6,2016,8,6,1,,151,,151,,,,,,,"88,57345288",1,1422;1425;1427;1429,,"Colon, Cortes, Gracias A Dios, Islas De Bahia (Adm1). "
2016-0184-HTI,2016,0184,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Baradère (Nippes), Savanette, Petit-Fond (Lascahobas)",,,,,,,,,Km2,,,,,2016,5,7,2016,5,8,5,,3000,,3000,,,,,,,"88,57345288",2,,17173;73607,"Baraderes, Lascahobas (Adm2). "
2016-0138-MMR,2016,0138,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Myanmar,MMR,South-Eastern Asia,Asia,"Sagaing, Madalay, Magway, Shan, Shin provinces",,Flood,Hail,,,,,,Kph,,,,,2016,4,21,2016,4,23,14,12,,12000,12012,,,,,2000,2258,"88,57345288",1,2130;2131;2133,,"Magway, Mandalay, Sagaing (Adm1). "
2016-0282-MKD,2016,0282,FF-2016-000079,Natural,Hydrological,Flood,Flash flood,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Chento, Indzikovo, Singelich, Stajkovci, Smilkovci, Creshevo, Viniche, Strachinci, Stajkovci, Aracinovo villages and communities (Skopje province), Shipkovica, Brodec, Veshala, Poroj villages (Tetovo province)",,"Slide (land, mud, snow, rock)",Storm,Yes,,,,,Km2,,,,,2016,8,6,2016,8,7,22,60,33522,,33582,,,,,50000,56450,"88,57345288",1,2948;2953,,"Skopje, Tetovo (Adm1). "
2016-0227-RUS,2016,0227,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Dagestan Rep., Chechnya Rep., Severnaya Osetiya-alaniya Rep. provinces",Torrential rains,"Slide (land, mud, snow, rock)",Storm,,,,,,Km2,,,,,2016,6,4,2016,6,10,,,8196,,8196,,,,,10000,11290,"88,57345288",1,2498;2503;2556,,"Chechnya Rep., Dagestan Rep., Severnaya Osetiya-alaniya Rep. (Adm1). "
2016-0284-MEX,2016,0284,TC-2016-000078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Mexico,MEX,Central America,Americas,"Puebla, Veracruz provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2016,8,6,2016,8,7,54,,11000,,11000,,,,,,,"88,57345288",1,2048;2057,,"Puebla, Veracruz (Adm1). "
2016-0211-NLD,2016,0211,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Netherlands (the),NLD,Western Europe,Europe,Utrecht province and South,,Hail,Flood,,,,,,Kph,,,,,2016,6,23,2016,6,24,,,,,,,,527000,594986,844000,952881,"88,57345288",1,2167,,Utrecht (Adm1). 
2016-0061-MAR,2016,0061,CW-2016-000016,Natural,Meteorological,Extreme temperature ,Cold wave,,,Morocco,MAR,Northern Africa,Africa,"Figuig district (Oriental province), Azilal district (Tadla - Azilal province, north of the High Atlas region), Taza, Guercif cities (Taza district, Taza - Al Hoceima - Taounate province), Rif region (Al Hoceima district, Taza - Al Hoceima - Taounate province), Boulemane, Sefrou districts (Fès - Boulemane province, Middle Atlas region) ",Polar air mass flow,Storm,Snow/ice,,,,,,°C,,,,,2016,2,27,2016,2,27,,,750000,,750000,,,,,,,"88,57345288",2,,21787;21788;21791;21799;21818;147341,"Al Hoceima, Azilal, Boulemane, Figuig, Sefrou, Taza (Adm2). "
2016-0185-HTI,2016,0185,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Leogane, Archahaei districts (Ouest province), Cite Soleil, Carrefour municipalities (Port-au-Prince district, Ouest province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,5,26,2016,5,31,1,3,18370,,18373,,,,,,,"88,57345288",2,,17195;17197;17198,"Arcahaie, Leogane, Port-Au-Prince (Adm2). "
2016-0094-IDN,2016,0094,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Citarum river,2016,3,8,2016,3,13,5,,24000,,24000,,,,,,,"88,57345288",2,,73636,Bandung (Adm2). 
2016-0040-IDN,2016,0040,FL-2016-000009,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,235819,Km2,-2.465,103.352,,"Rokan, Muara Bandar, Palis, Batang Lubuh, Batang Bangko, Batng Suliti, Batang Lolo rivers",2016,2,7,2016,2,12,8,,80313,,80313,,,,,2000,2258,"88,57345288",2,,17960;17968;18207;18208;73632;73639;73640;73641;73670;73688;73742;73745;73746;73836;73842;73852;73853,"Aceh Besar, Aceh Utara, Bangka Barat, Bangka Selatan, Bangka Tengah, Dharmasraya, Kampar, Kota Pangkalpinang, Kota Pasaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Pidie, Rokanhulu, Sawahlunto/sijunjung, Solok, Solok Selatan (Adm2). "
2016-0092-IDN,2016,0092,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sarolangun district (Jambi province), Cianjur district (Jawa Barat province), Tanahbumbu district (Kalimantan Selatan province), Dki Jakarta, Lampung, Sumatera Selatan, Kalimantan Barat, Sulawesi Selatan provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,3,7,2016,3,8,6,,12500,,12500,,,,,,,"88,57345288",1;2,1516;1522;1526;73620;73622,18010;73841;73860,"Dki Jakarta, Kalimantan Barat, Lampung, Sulawesi Selatan, Sumatera Selatan (Adm1). Cianjur, Sarolangun, Tanahbumbu (Adm2). "
2016-0139-IND,2016,0139,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,"Slide (land, mud, snow, rock)",,,,,,70518,Km2,27.464,95.607,,Brahmaptura river,2016,4,22,2016,4,25,18,,100000,,100000,,,,,150000,169351,"88,57345288",1,1487;1503;70072,,"Arunachal Pradesh, Assam, Nagaland (Adm1). "
2016-0221-JPN,2016,0221,,Natural,Hydrological,Flood,,,,Japan,JPN,Eastern Asia,Asia,Kumamoto province,Torrential rain,"Slide (land, mud, snow, rock)",,,,,,18481,Km2,32.603,130.99,,,2016,6,20,2016,6,23,7,,6000,,6000,,,,,,,"88,57345288",1,1670,,Kumamoto (Adm1). 
2016-0153-LKA,2016,0153,FL-2016-000050,Natural,Hydrological,Flood,,,,Sri Lanka,LKA,Southern Asia,Asia,"Kilinochchi district (Northern province), Colombo district (Western province), Kegalle district (Sabaragamuwa province)","Heavy rains, Cyclone Roanu","Slide (land, mud, snow, rock)",,Yes,,,,,Km2,,,,,2016,5,14,2016,5,15,203,,301602,,301602,,,104000,117417,1200000,1354808,"88,57345288",2,,25840;25844;25851,"Colombo, Kegalle, Kilinochchi (Adm2). "
2016-0267-NPL,2016,0267,,Natural,Hydrological,Flood,Flash flood,,,Nepal,NPL,Southern Asia,Asia,"Pyuthan (Rapti), Gulmi, Palpa, Rupandehi (Lumbini), Makwanpur (Narayani), Udaypur (Sagarmatha), Baglung, Setibeni Bazaar (Dhawalagiri), Banke (Bheri), Jhapa (Mechi)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Jhimruk, Bagdula, Kaligandaki River",2016,7,25,2016,7,27,138,51,10500,,10551,,,,,15000,16935,"88,57345288",2,,22353;22355;22356;22360;22361;22362;22364,"Bheri, Dhawalagiri, Lumbini, Mechi, Narayani, Rapti, Sagarmatha (Adm2). "
2016-0112-PAK,2016,0112,FL-2016-000021,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Kohistan, Shangla districts (Khyber Pakhtunkhwa province), Gilgit-Balistan (40409), Azad Kashmir (40408) provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,111748,Km2,33.054,71.779,,Swat river,2016,4,2,2016,4,8,92,77,,,77,,,,,,,"88,57345288",1;2,40408;40409,40340;40348,"Jammu and Kashmir (Administrative unit not available) (Adm1). Kohistan District, Shangla District (Adm2). "
2016-0054-PER,2016,0054,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Puno, Arequipa, Cusco, Junin provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Ralis, Sullca, Urubamba, Coschireni rivers",2016,2,20,2016,2,25,2,,10000,,10000,,,,,2000,2258,"88,57345288",1,2331;2335;2339;2348,,"Arequipa, Cusco, Junin, Puno (Adm1). "
2016-0149-RWA,2016,0149,,Natural,Hydrological,Flood,,,,Rwanda,RWA,Eastern Africa,Africa,"Gakenke, Muhanga, Rubavu, Ngororero",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,1,,2016,4,,67,,,,,,,,,,,"88,57345288",2,,21976;21987;21990;21998,"Gakenke, Muhanga, Ngororero, Rubavu (Adm2). "
2016-0191-TJK,2016,0191,,Natural,Hydrological,Flood,,,,Tajikistan,TJK,Central Asia,Asia,"Direct Ruled Districts (Rudaki, Nurobod, Sangvor-Talvidara, Rasht ), Sughd (Aini, Panjekent, Shahriston), Khatlon (Kulob), Gorno-Badakhshan Autonomous Oblast (Darvoz) ",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,5,9,2016,5,12,4,,12750,,12750,,,,,,,"88,57345288",2,,37576;37590;37603;37612;37614;37617;37619;37623;37627,"Aini, Darbanskiy, Garmskiy, Kalay-Humbskiy, Kulyab, Leninskiy, Penjikenskiy, Shahriston, Tavildara (Adm2). "
